name,serving_size,calories,total_fat,saturated_fat,cholesterol_mg,carbohydrate,fiber,sugars,keywords
"Fast foods, with beans, burrito",100,206,6.2,3.2,2,32.92,0,0,"['Fast Foods', 'With Beans', 'Burrito']"
"APPLEBEE'S, hand battered, fish",100,202,9.1,1.6,34,16.65,0.9,0.51,"[""Applebee'S"", 'Hand Battered', 'Fish']"
"Salami, beef, pork, dry or hard",100,378,32,11,108,0.72,0.0,0.26,"['Salami', 'Beef', 'Pork', 'Dry Or Hard']"
"Babyfood, apple and plum, juice",100,49,0,0,0,12.30,0.1,11.54,"['Babyfood', 'Apple And Plum', 'Juice']"
"MOTHER'S, Iced Lemonade Cookies",100,502,24,8,7,66.30,1.0,29.90,"[""Mother'S"", 'Iced Lemonade Cookies']"
"MOTHER'S, Jungle Animal Cookies",100,514,25,24,1,68.30,0.8,44.20,"[""Mother'S"", 'Jungle Animal Cookies']"
"Peas, unprepared, frozen, green",100,77,0.4,0.1,0,13.62,4.5,5.00,"['Peas', 'Unprepared', 'Frozen', 'Green']"
"Fish, raw, mixed species, perch",100,91,0.9,0.2,90,0.00,0.0,0.00,"['Fish', 'Raw', 'Mixed Species', 'Perch']"
"Luncheon sausage, pork and beef",100,260,21,7.6,64,1.58,0.0,0,"['Luncheon Sausage', 'Pork And Beef']"
"GIRL SCOUTS, Thin Mints Cookies",100,502,24,17,0,67.30,2.3,32.00,"['Girl Scouts', 'Thin Mints Cookies']"
"McDONALD'S, Sweet 'N Sour Sauce",100,170,1.1,0.1,0,39.38,0.0,35.79,"[""Mcdonald'S"", ""Sweet 'N Sour Sauce""]"
"McDONALD'S, Spicy Buffalo Sauce",100,142,15,2.3,0,1.81,1.5,0.00,"[""Mcdonald'S"", 'Spicy Buffalo Sauce']"
"Wheat flours, unenriched, bread",100,361,1.7,0.2,0,72.53,2.4,0.31,"['Wheat Flours', 'Unenriched', 'Bread']"
"Veal, cooked, external fat only",100,540,53,18,85,0.00,0.0,0.00,"['Veal', 'Cooked', 'External Fat Only']"
"Puddings, ready-to-eat, vanilla",100,130,3.8,1,1,22.60,0.0,16.97,"['Puddings', 'Ready-To-Eat', 'Vanilla']"
"Mushrooms, stir-fried, shiitake",100,39,0.4,0,0,7.68,3.6,0.30,"['Mushrooms', 'Stir-Fried', 'Shiitake']"
"Cranberry-orange relish, canned",100,178,0.1,0,0,46.20,0.0,0,"['Cranberry-Orange Relish', 'Canned']"
"BEAR NAKED, Fruit & Nut Cookies",100,443,21,5.1,0,61.60,7.1,29.40,"['Bear Naked', 'Fruit & Nut Cookies']"
"TACO BELL, Soft Taco with steak",100,225,12,3.4,31,17.22,1.6,0,"['Taco Bell', 'Soft Taco With Steak']"
"Cauliflower, unprepared, frozen",100,24,0.3,0,0,4.68,2.3,2.22,"['Cauliflower', 'Unprepared', 'Frozen']"
"Beans, with pork, canned, baked",100,106,1.6,0.6,7,19.99,5.5,0,"['Beans', 'With Pork', 'Canned', 'Baked']"
"Fish, raw, bluefin, fresh, tuna",100,144,4.9,1.3,38,0.00,0.0,0.00,"['Fish', 'Raw', 'Bluefin', 'Fresh', 'Tuna']"
"Fish, raw, mixed species, trout",100,148,6.6,1.1,58,0.00,0.0,0.00,"['Fish', 'Raw', 'Mixed Species', 'Trout']"
"Fish, raw, wild, rainbow, trout",100,119,3.5,0.7,59,0.00,0.0,0,"['Fish', 'Raw', 'Wild', 'Rainbow', 'Trout']"
"Candies, YORK Peppermint Pattie",100,384,7.2,4.3,1,80.99,2.0,63.78,"['Candies', 'York Peppermint Pattie']"
"Tree fern, without salt, cooked",100,40,0.1,0,0,10.98,3.7,0,"['Tree Fern', 'Without Salt', 'Cooked']"
"Cabbage, raw, chinese (pe-tsai)",100,16,0.2,0,0,3.23,1.2,1.41,"['Cabbage', 'Raw', 'Chinese (Pe-Tsai)']"
"Pizza rolls, unprepared, frozen",100,328,10,2.5,6,50.72,1.2,3.74,"['Pizza Rolls', 'Unprepared', 'Frozen']"
"Vitasoy USA Azumaya, Firm Tofu",100,80,4.2,0.5,0,1.52,0.6,0.40,"['Vitasoy Usa Azumaya', 'Firm Tofu']"
"Milk, whole, fluid, buttermilk",100,62,3.3,1.9,11,4.88,0.0,4.88,"['Milk', 'Whole', 'Fluid', 'Buttermilk']"
"Snacks, salted, plantain chips",100,531,30,8.3,0,63.84,3.5,0.92,"['Snacks', 'Salted', 'Plantain Chips']"
"Soup, dry, chicken broth cubes",100,198,4.7,1.2,13,23.50,0.0,0.00,"['Soup', 'Dry', 'Chicken Broth Cubes']"
"Bologna, turkey and beef, pork",100,336,29,12,75,6.66,0.0,1.35,"['Bologna', 'Turkey And Beef', 'Pork']"
"Bologna, lite, pork and turkey",100,211,16,5.5,79,3.45,0.0,0.00,"['Bologna', 'Lite', 'Pork And Turkey']"
"Restaurant, tripe soup, Latino",100,74,2.6,1,59,4.07,0,0,"['Restaurant', 'Tripe Soup', 'Latino']"
"Mungo beans, raw, mature seeds",100,341,1.6,0.1,0,58.99,18.3,0,"['Mungo Beans', 'Raw', 'Mature Seeds']"
"Fish, dry heat, cooked, burbot",100,115,1,0.2,77,0.00,0.0,0,"['Fish', 'Dry Heat', 'Cooked', 'Burbot']"
"Ravioli, canned, cheese-filled",100,77,1.5,0.7,3,13.64,1.3,3.72,"['Ravioli', 'Canned', 'Cheese-Filled']"
"Beans, raw, mature seeds, pink",100,343,1.1,0.3,0,64.19,12.7,2.14,"['Beans', 'Raw', 'Mature Seeds', 'Pink']"
"Sausage, links, sweet, Italian",100,149,8.4,3.3,30,2.10,0.0,0.00,"['Sausage', 'Links', 'Sweet', 'Italian']"
"Buckwheat groats, dry, roasted",100,346,2.7,0.6,0,74.95,10.3,0,"['Buckwheat Groats', 'Dry', 'Roasted']"
"Yogurt, nonfat milk, chocolate",100,112,0,0,1,23.53,1.2,14.97,"['Yogurt', 'Nonfat Milk', 'Chocolate']"
"Beverages, non-alcoholic, Wine",100,6,0,0,0,1.10,0.0,1.10,"['Beverages', 'Non-Alcoholic', 'Wine']"
"Babyfood, strained, beef, meat",100,81,2.5,1.2,51,2.43,0.0,0.00,"['Babyfood', 'Strained', 'Beef', 'Meat']"
"Babyfood, strained, pork, meat",100,124,7.1,2.4,48,0.00,0.0,0.00,"['Babyfood', 'Strained', 'Pork', 'Meat']"
"Babyfood, strained, veal, meat",100,81,2.5,1.1,33,1.51,0.0,0.00,"['Babyfood', 'Strained', 'Veal', 'Meat']"
"Guinea hen, raw, meat and skin",100,158,6.5,1.8,74,0.00,0.0,0,"['Guinea Hen', 'Raw', 'Meat And Skin']"
"Peppers, raw, green, hot chili",100,40,0.2,0,0,9.46,1.5,5.10,"['Peppers', 'Raw', 'Green', 'Hot Chili']"
"Squash, raw, butternut, winter",100,45,0.1,0,0,11.69,2.0,2.20,"['Squash', 'Raw', 'Butternut', 'Winter']"
"Peppers, sauteed, green, sweet",100,127,12,1.6,0,4.22,1.8,2.17,"['Peppers', 'Sauteed', 'Green', 'Sweet']"
"Bread, unenriched, white, pita",100,275,1.2,0.2,0,55.70,2.2,0,"['Bread', 'Unenriched', 'White', 'Pita']"
"Corn flour, white, whole-grain",100,361,3.9,0.5,0,76.85,7.3,0.64,"['Corn Flour', 'White', 'Whole-Grain']"
"Salad dressing, sweet and sour",100,15,0,0,0,3.70,0.0,3.70,"['Salad Dressing', 'Sweet And Sour']"
"Bologna, pork, turkey, chicken",100,298,26,8,80,5.65,0.0,0.00,"['Bologna', 'Pork', 'Turkey', 'Chicken']"
"Rice, raw, medium-grain, brown",100,362,2.7,0.5,0,76.17,3.4,0,"['Rice', 'Raw', 'Medium-Grain', 'Brown']"
"Cocoa, unsweetened, dry powder",100,228,14,8.1,0,57.90,37.0,1.75,"['Cocoa', 'Unsweetened', 'Dry Powder']"
"McDONALD'S, Hot Caramel Sundae",100,188,4.9,2.5,16,33.36,0.0,23.54,"[""Mcdonald'S"", 'Hot Caramel Sundae']"
"BURGER KING, Hash Brown Rounds",100,302,19,3.3,0,29.37,2.3,0.63,"['Burger King', 'Hash Brown Rounds']"
"Beverages, canned, grape drink",100,61,0,0,0,15.72,0.0,13.06,"['Beverages', 'Canned', 'Grape Drink']"
"Candies, 100 GRAND Bar, NESTLE",100,468,19,12,12,70.97,1.0,51.90,"['Candies', '100 Grand Bar', 'Nestle']"
"Sausage, cooked, pork, Italian",100,344,27,10,57,4.27,0.1,1.86,"['Sausage', 'Cooked', 'Pork', 'Italian']"
"Babyfood, dry, rice and apples",100,396,2.4,0.5,0,86.89,3.0,3.22,"['Babyfood', 'Dry', 'Rice And Apples']"
"OLIVE GARDEN, lasagna classico",100,184,11,5.3,40,10.33,1.6,3.53,"['Olive Garden', 'Lasagna Classico']"
"Soup, condensed, canned, onion",100,46,1.4,0.2,0,6.68,0.7,2.72,"['Soup', 'Condensed', 'Canned', 'Onion']"
"Mangosteen, syrup pack, canned",100,73,0.6,0,0,17.91,1.8,0,"['Mangosteen', 'Syrup Pack', 'Canned']"
"Kiwifruit, raw, ZESPRI SunGold",100,63,0.3,0.1,0,15.79,1.4,12.30,"['Kiwifruit', 'Raw', 'Zespri Sungold']"
"McDONALD'S, Sausage McGRIDDLES",100,312,18,5.4,24,31.25,1.0,11.23,"[""Mcdonald'S"", 'Sausage Mcgriddles']"
"Flan, dry mix, caramel custard",100,348,0,0,0,91.60,0.0,0,"['Flan', 'Dry Mix', 'Caramel Custard']"
"Snacks, cheese-flavor, popcorn",100,526,33,6.4,11,51.60,9.9,0.79,"['Snacks', 'Cheese-Flavor', 'Popcorn']"
"Babyfood, toddler, dices, peas",100,64,0.8,0.1,0,10.30,3.9,4.13,"['Babyfood', 'Toddler', 'Dices', 'Peas']"
"Egg, raw, fresh, whole, turkey",100,171,12,3.6,933,1.15,0.0,0,"['Egg', 'Raw', 'Fresh', 'Whole', 'Turkey']"
"Mollusks, raw, common, octopus",100,82,1,0.2,48,2.20,0.0,0.00,"['Mollusks', 'Raw', 'Common', 'Octopus']"
Vegetarian meatloaf or patties,100,197,9,1.4,0,8.00,4.6,1.20,['Vegetarian Meatloaf Or Patties']
"Pheasant, total edible, cooked",100,239,12,3.9,89,0.00,0.0,0.00,"['Pheasant', 'Total Edible', 'Cooked']"
"Yogurt, nonfat, vanilla, Greek",100,78,0.2,0.1,3,10.37,0.5,9.54,"['Yogurt', 'Nonfat', 'Vanilla', 'Greek']"
"KEEBLER, Iced Cookies, ANIMALS",100,459,16,5,0,74.20,1.6,26.70,"['Keebler', 'Iced Cookies', 'Animals']"
"Cheese, queso asadero, mexican",100,356,28,18,105,2.87,0.0,2.87,"['Cheese', 'Queso Asadero', 'Mexican']"
"Oat flour, partially debranned",100,404,9.1,1.6,0,65.70,6.5,0.80,"['Oat Flour', 'Partially Debranned']"
"Potatoes, ready-to-eat, mashed",100,106,5,2.6,13,13.29,1.9,1.76,"['Potatoes', 'Ready-To-Eat', 'Mashed']"
"Snacks, plain, CORNNUTS, KRAFT",100,446,16,2.4,0,71.86,6.9,0.61,"['Snacks', 'Plain', 'Cornnuts', 'Kraft']"
"Noodles, cooked, enriched, egg",100,138,2.1,0.4,29,25.16,1.2,0.40,"['Noodles', 'Cooked', 'Enriched', 'Egg']"
"Pitanga, raw, (surinam-cherry)",100,33,0.4,0,0,7.49,0,0,"['Pitanga', 'Raw', '(Surinam-Cherry)']"
"Crackers, GOYA CRACKERS, snack",100,433,13,6.3,0,64.35,3.8,2.35,"['Crackers', 'Goya Crackers', 'Snack']"
"Beans, raw, mature seeds, navy",100,337,1.5,0.2,0,60.75,15.3,3.88,"['Beans', 'Raw', 'Mature Seeds', 'Navy']"
"Topping, SMUCKER'S MAGIC SHELL",100,609,44,21,2,50.07,2.9,47.06,"['Topping', ""Smucker'S Magic Shell""]"
"Bread stuffing, dry mix, bread",100,386,3.4,0.8,1,76.20,3.2,8.27,"['Bread Stuffing', 'Dry Mix', 'Bread']"
"Broccoli, raw, flower clusters",100,28,0.4,0.1,0,5.06,2.3,1.48,"['Broccoli', 'Raw', 'Flower Clusters']"
"Gravy, golden pork, CAMPBELL'S",100,76,5.1,2.5,8,5.08,0.0,1.69,"['Gravy', 'Golden Pork', ""Campbell'S""]"
"SILK Plus Omega-3 DHA, soymilk",100,45,2.1,0.2,0,3.29,0.4,2.47,"['Silk Plus Omega-3 Dha', 'Soymilk']"
"Cheese, reduced fat, provolone",100,274,18,11,55,3.50,0.0,0.55,"['Cheese', 'Reduced Fat', 'Provolone']"
"Blueberries, sweetened, frozen",100,85,0.1,0,0,21.95,2.2,19.72,"['Blueberries', 'Sweetened', 'Frozen']"
"Beets, drained, boiled, cooked",100,44,0.2,0,0,9.96,2.0,7.96,"['Beets', 'Drained', 'Boiled', 'Cooked']"
"Babyfood, orange-carrot, juice",100,43,0.1,0,0,9.90,0.4,8.40,"['Babyfood', 'Orange-Carrot', 'Juice']"
"Fast foods, strawberry, sundae",100,175,5.1,2.4,14,29.18,0.0,0,"['Fast Foods', 'Strawberry', 'Sundae']"
"Chicken, raw, giblets, stewing",100,168,9.2,2.6,240,2.13,0.0,0,"['Chicken', 'Raw', 'Giblets', 'Stewing']"
"McDONALD'S, McCHICKEN Sandwich",100,273,13,2.3,27,27.97,1.3,3.57,"[""Mcdonald'S"", 'Mcchicken Sandwich']"
"Cream, fat free, half and half",100,59,1.4,0.8,5,9.00,0.0,5.00,"['Cream', 'Fat Free', 'Half And Half']"
"Squash, raw, spaghetti, winter",100,31,0.6,0.1,0,6.91,1.5,2.76,"['Squash', 'Raw', 'Spaghetti', 'Winter']"
"Beans, microwaved, green, snap",100,39,0.5,0,0,6.41,3.4,3.22,"['Beans', 'Microwaved', 'Green', 'Snap']"
"Babyfood, strained, lamb, meat",100,87,3.4,1.7,36,0.85,0.0,0.00,"['Babyfood', 'Strained', 'Lamb', 'Meat']"
"Duck, raw, liver, domesticated",100,136,4.6,1.4,515,3.53,0.0,0,"['Duck', 'Raw', 'Liver', 'Domesticated']"
"Duck, raw, meat and skin, wild",100,211,15,5,80,0.00,0.0,0,"['Duck', 'Raw', 'Meat And Skin', 'Wild']"
"Oil, salad or cooking, soybean",100,884,100,16,0,0.00,0.0,0.00,"['Oil', 'Salad Or Cooking', 'Soybean']"
"Candies, OH HENRY! Bar, NESTLE",100,462,23,9.6,7,65.50,1.9,46.20,"['Candies', 'Oh Henry! Bar', 'Nestle']"
"Candies, KRACKEL Chocolate Bar",100,512,27,16,11,63.96,2.2,52.53,"['Candies', 'Krackel Chocolate Bar']"
"Candies, BABY RUTH Bar, NESTLE",100,459,22,12,0,64.80,2.0,54.00,"['Candies', 'Baby Ruth Bar', 'Nestle']"
"PEPPERIDGE FARM, Hamburger Bun",100,278,3.7,1,1,50.00,1.8,7.71,"['Pepperidge Farm', 'Hamburger Bun']"
"Pickle and pimiento loaf, pork",100,225,16,5.3,58,8.46,1.5,8.46,"['Pickle And Pimiento Loaf', 'Pork']"
"SMART SOUP, Indian Bean Masala",100,57,0.9,0.2,0,10.50,2.6,2.30,"['Smart Soup', 'Indian Bean Masala']"
"SMART SOUP, Moroccan Chick Pea",100,51,1.1,0.2,0,9.70,3.1,4.20,"['Smart Soup', 'Moroccan Chick Pea']"
"SMART SOUP, Thai Coconut Curry",100,36,1.1,0.4,0,6.50,1.0,3.70,"['Smart Soup', 'Thai Coconut Curry']"
"NABISCO, NABISCO RITZ Crackers",100,492,23,5.5,0,63.51,2.3,8.14,"['Nabisco', 'Nabisco Ritz Crackers']"
"Fast foods, with chili, hotdog",100,260,12,4.3,45,27.45,0,0,"['Fast Foods', 'With Chili', 'Hotdog']"
"Spices, red or cayenne, pepper",100,318,17,3.3,0,56.63,27.2,10.34,"['Spices', 'Red Or Cayenne', 'Pepper']"
"MOTHER'S, Iced Oatmeal Cookies",100,463,18,5.8,1,71.00,2.7,36.30,"[""Mother'S"", 'Iced Oatmeal Cookies']"
"Chili, canned entree, no beans",100,118,7.1,2.3,21,6.10,0.5,1.10,"['Chili', 'Canned Entree', 'No Beans']"
"Burrito, frozen, beef and bean",100,239,9.6,2.9,8,30.84,4.2,0.70,"['Burrito', 'Frozen', 'Beef And Bean']"
"Ostrich, cooked, outside strip",100,156,3.8,1.4,93,0.00,0.0,0.00,"['Ostrich', 'Cooked', 'Outside Strip']"
"Onions, tops only, young green",100,27,0.5,0.1,0,5.74,1.8,3.91,"['Onions', 'Tops Only', 'Young Green']"
"Pork, unprepared, bacon, cured",100,417,40,13,66,1.28,0.0,1.00,"['Pork', 'Unprepared', 'Bacon', 'Cured']"
"Nuts, dried, pinyon, pine nuts",100,629,61,9.4,0,19.30,10.7,0,"['Nuts', 'Dried', 'Pinyon', 'Pine Nuts']"
"GIRL SCOUTS, Do-si-dos Cookies",100,478,21,5.9,0,66.00,3.7,31.10,"['Girl Scouts', 'Do-Si-Dos Cookies']"
"GIRL SCOUTS, Tagalongs Cookies",100,558,35,19,0,52.20,3.5,30.90,"['Girl Scouts', 'Tagalongs Cookies']"
"Babyfood, junior, pears, fruit",100,44,0.1,0,0,11.60,2.8,7.34,"['Babyfood', 'Junior', 'Pears', 'Fruit']"
"SWANSON, Chicken and Dumplings",100,93,4.1,1.8,14,9.72,0.8,0.81,"['Swanson', 'Chicken And Dumplings']"
"McDONALD'S, Creamy Ranch Sauce",100,468,52,7.9,21,3.49,0.0,3.45,"[""Mcdonald'S"", 'Creamy Ranch Sauce']"
"Game meat , raw, ground, bison",100,223,16,6.8,70,0.00,0.0,0.00,"['Game Meat ', 'Raw', 'Ground', 'Bison']"
"Mollusks, raw, Pacific, oyster",100,81,2.3,0.5,50,4.95,0.0,0,"['Mollusks', 'Raw', 'Pacific', 'Oyster']"
"Yogurt, lowfat, vanilla, Greek",100,95,2.5,1.5,5,9.54,0.0,9.54,"['Yogurt', 'Lowfat', 'Vanilla', 'Greek']"
"Emu, broiled, cooked, top loin",100,152,3.1,0.8,88,0.00,0.0,0.00,"['Emu', 'Broiled', 'Cooked', 'Top Loin']"
"Cheese, low sodium, mozzarella",100,280,17,11,54,3.10,0.0,1.23,"['Cheese', 'Low Sodium', 'Mozzarella']"
"Sauce, medium, white, homemade",100,147,11,2.9,7,9.17,0.2,4.38,"['Sauce', 'Medium', 'White', 'Homemade']"
"Crackers, egg and onion, matzo",100,391,3.9,0.9,45,77.10,5.0,0,"['Crackers', 'Egg And Onion', 'Matzo']"
"Mushrooms, grilled, portabella",100,29,0.6,0.1,0,4.44,2.2,2.26,"['Mushrooms', 'Grilled', 'Portabella']"
"Game meat, raw, water, buffalo",100,99,1.4,0.5,46,0.00,0.0,0,"['Game Meat', 'Raw', 'Water', 'Buffalo']"
"Beverages, brewed, Oolong, tea",100,1,0,0,0,0.15,0.0,0.00,"['Beverages', 'Brewed', 'Oolong', 'Tea']"
"Nuts, raw, japanese, chestnuts",100,154,0.5,0.1,0,34.91,0,0,"['Nuts', 'Raw', 'Japanese', 'Chestnuts']"
"Soup, mix, dry, chicken noodle",100,377,6.5,2,74,62.32,3.2,1.90,"['Soup', 'Mix', 'Dry', 'Chicken Noodle']"
"Cheese, whole milk, mozzarella",100,300,22,13,79,2.19,0.0,1.03,"['Cheese', 'Whole Milk', 'Mozzarella']"
"Tomato products, sauce, canned",100,24,0.3,0,0,5.31,1.5,3.56,"['Tomato Products', 'Sauce', 'Canned']"
"Fast foods, with egg, biscuit",100,274,16,3.5,180,23.46,0.6,0,"['Fast Foods', 'With Egg', 'Biscuit']"
"Fast foods, with ham, biscuit",100,342,16,10,22,38.75,0.7,1.97,"['Fast Foods', 'With Ham', 'Biscuit']"
"Candies, 5TH AVENUE Candy Bar",100,482,24,6.7,6,62.68,3.1,47.19,"['Candies', '5Th Avenue Candy Bar']"
"Snacks, pieces, fruit leather",100,359,2.7,0.7,0,82.82,0.0,57.58,"['Snacks', 'Pieces', 'Fruit Leather']"
"Beverages, Orange juice drink",100,54,0,0,0,13.41,0.2,9.36,"['Beverages', 'Orange Juice Drink']"
"Babyfood, peas and brown rice",100,64,0.5,0.1,0,11.49,2.5,2.89,"['Babyfood', 'Peas And Brown Rice']"
HOUSE FOODS Premium Soft Tofu,100,59,2.7,0.5,0,2.19,0.8,0.53,['House Foods Premium Soft Tofu']
"Sweet potato, unprepared, raw",100,86,0.1,0,0,20.12,3.0,4.18,"['Sweet Potato', 'Unprepared', 'Raw']"
"Jackfruit, syrup pack, canned",100,92,0.1,0,0,23.94,0.9,0,"['Jackfruit', 'Syrup Pack', 'Canned']"
"Mung beans, raw, mature seeds",100,347,1.2,0.3,0,62.62,16.3,6.60,"['Mung Beans', 'Raw', 'Mature Seeds']"
"KEEBLER, Sweet Cremes Cookies",100,469,19,6.5,0,71.00,1.3,32.00,"['Keebler', 'Sweet Cremes Cookies']"
"Sausage, beef, pork, Berliner",100,230,17,6.1,46,2.59,0.0,2.35,"['Sausage', 'Beef', 'Pork', 'Berliner']"
"Syrups, pancake, table blends",100,234,0,0,0,61.47,0.0,21.47,"['Syrups', 'Pancake', 'Table Blends']"
"Babyfood, strained, ham, meat",100,97,3.8,1.3,24,3.70,0.0,0.00,"['Babyfood', 'Strained', 'Ham', 'Meat']"
"CHICK-FIL-A, chicken sandwich",100,249,11,2.1,35,20.89,1.4,3.64,"['Chick-Fil-A', 'Chicken Sandwich']"
"Sugar-apples, raw, (sweetsop)",100,94,0.3,0,0,23.64,4.4,0,"['Sugar-Apples', 'Raw', '(Sweetsop)']"
"Pheasant, raw, meat only, leg",100,134,4.3,1.5,80,0.00,0.0,0,"['Pheasant', 'Raw', 'Meat Only', 'Leg']"
"Nuts, raw, chinese, chestnuts",100,224,1.1,0.2,0,49.07,0,0,"['Nuts', 'Raw', 'Chinese', 'Chestnuts']"
"Bread, wheat, reduced-calorie",100,217,2.9,0.8,0,42.47,11.1,3.71,"['Bread', 'Wheat', 'Reduced-Calorie']"
"Bread, white, reduced-calorie",100,207,2.5,0.5,0,44.30,9.7,4.76,"['Bread', 'White', 'Reduced-Calorie']"
"Oil, salad or cooking, sesame",100,884,100,14,0,0.00,0.0,0.00,"['Oil', 'Salad Or Cooking', 'Sesame']"
"Cornmeal, yellow, whole-grain",100,362,3.6,0.5,0,76.89,7.3,0.64,"['Cornmeal', 'Yellow', 'Whole-Grain']"
"Chicken patty, cooked, frozen",100,287,20,3.7,43,12.84,0.3,0.00,"['Chicken Patty', 'Cooked', 'Frozen']"
"Potato soup, dry mix, instant",100,343,3.1,0.6,12,76.14,7.6,10.00,"['Potato Soup', 'Dry Mix', 'Instant']"
"SUNSHINE, Snack Mix, CHEEZ-IT",100,438,15,3.2,0,66.70,3.7,2.20,"['Sunshine', 'Snack Mix', 'Cheez-It']"
"Fish, raw, Greenland, halibut",100,186,14,2.4,46,0.00,0.0,0.00,"['Fish', 'Raw', 'Greenland', 'Halibut']"
"Turkey sausage, cooked, fresh",100,196,10,2.3,92,0.00,0.0,0.00,"['Turkey Sausage', 'Cooked', 'Fresh']"
"Pasta, dry, corn, gluten-free",100,357,2.1,0.3,0,79.26,11.0,0,"['Pasta', 'Dry', 'Corn', 'Gluten-Free']"
"Nance, drained, syrup, canned",100,95,1.3,0,0,22.79,7.0,15.66,"['Nance', 'Drained', 'Syrup', 'Canned']"
"WENDY'S, Frosty Dairy Dessert",100,132,2.6,1.6,16,23.62,3.3,0,"[""Wendy'S"", 'Frosty Dairy Dessert']"
"Pokeberry shoots, raw, (poke)",100,23,0.4,0,0,3.70,1.7,0,"['Pokeberry Shoots', 'Raw', '(Poke)']"
"Potatoes, raw, flesh and skin",100,77,0.1,0,0,17.49,2.1,0.82,"['Potatoes', 'Raw', 'Flesh And Skin']"
"McDONALD'S, Strawberry Sundae",100,158,4,2,13,28.09,0.0,25.32,"[""Mcdonald'S"", 'Strawberry Sundae']"
"Peppers, sun-dried, hot chile",100,324,5.8,0.8,0,69.86,28.7,41.06,"['Peppers', 'Sun-Dried', 'Hot Chile']"
"Nopales, without salt, cooked",100,15,0.1,0,0,3.28,2.0,1.12,"['Nopales', 'Without Salt', 'Cooked']"
"T.G.I. FRIDAY'S, french fries",100,296,15,2.6,1,36.90,4.1,0.00,"[""T.G.I. Friday'S"", 'French Fries']"
"APPLEBEE'S, mozzarella sticks",100,316,18,6.7,33,22.87,2.1,2.80,"[""Applebee'S"", 'Mozzarella Sticks']"
"BARBARA DEE, Winter Mints Cookies",100,515,26,18,0,67.10,2.0,35.80,"['Barbara Dee', 'Winter Mints Cookies']"
"KEEBLER, Wheat Crackers, TOWN HOUSE",100,489,24,4,1,63.20,2.8,3.10,"['Keebler', 'Wheat Crackers', 'Town House']"
"Egg, pasteurized, frozen, raw, yolk",100,296,26,8.6,991,0.81,0.0,0.16,"['Egg', 'Pasteurized', 'Frozen', 'Raw', 'Yolk']"
"Raspberries, sweetened, red, frozen",100,103,0.2,0,0,26.16,4.4,21.76,"['Raspberries', 'Sweetened', 'Red', 'Frozen']"
"Peas and carrots, unprepared, frozen",100,53,0.5,0.1,0,11.15,3.4,0,"['Peas And Carrots', 'Unprepared', 'Frozen']"
"Pie, prepared from recipe, blueberry",100,245,12,2.9,0,33.50,0,0,"['Pie', 'Prepared From Recipe', 'Blueberry']"
"Beans, drained solids, canned, pinto",100,114,0.9,0.2,0,20.22,5.5,0.54,"['Beans', 'Drained Solids', 'Canned', 'Pinto']"
"Turkey, with broth, meat only, canned",100,169,6.9,2,66,1.47,0.0,0.00,"['Turkey', 'With Broth', 'Meat Only', 'Canned']"
"Plums, wild (Northern Plains Indians)",100,91,0.2,0,0,21.95,6.0,10.61,"['Plums', 'Wild (Northern Plains Indians)']"
"McDONALD'S, Grilled, RANCH SNACK WRAP",100,222,10,3.4,0,18.43,0.9,1.53,"[""Mcdonald'S"", 'Grilled', 'Ranch Snack Wrap']"
"Squirrel, meat (Alaska Native), ground",100,111,3.8,0,0,0.00,0,0,"['Squirrel', 'Meat (Alaska Native)', 'Ground']"
"Cereals ready-to-eat, UNCLE SAM CEREAL",100,346,12,0.9,0,65.78,20.3,1.56,"['Cereals Ready-To-Eat', 'Uncle Sam Cereal']"
"Bear, raw (Alaska Native), meat, polar",100,130,3.1,0.6,0,0.00,0,0,"['Bear', 'Raw (Alaska Native)', 'Meat', 'Polar']"
"Babyfood, toddler, macaroni and cheese",100,82,2.6,1.5,7,11.20,0.5,0.79,"['Babyfood', 'Toddler', 'Macaroni And Cheese']"
"Babyfood, pasta with vegetables, dinner",100,60,2.1,1.2,5,8.40,1.5,1.20,"['Babyfood', 'Pasta With Vegetables', 'Dinner']"
"SPAGHETTIOS, SpaghettiOs with Meatballs",100,95,2.8,1,8,12.70,1.6,3.17,"['Spaghettios', 'Spaghettios With Meatballs']"
"Gravy, country style sausage, CAMPBELL'S",100,119,10,2.5,17,5.08,0.0,1.69,"['Gravy', 'Country Style Sausage', ""Campbell'S""]"
"Nuts, peeled, dried, european, chestnuts",100,369,3.9,0.7,0,78.43,0,0,"['Nuts', 'Peeled', 'Dried', 'European', 'Chestnuts']"
"SMART SOUP, Vietnamese Carrot Lemongrass",100,44,1.1,0.4,0,8.20,1.5,4.40,"['Smart Soup', 'Vietnamese Carrot Lemongrass']"
"Syrups, cane and 15% maple, table blends",100,278,0.1,0,0,69.52,0.1,68.20,"['Syrups', 'Cane And 15% Maple', 'Table Blends']"
"Pasta, cooked, plain, fresh-refrigerated",100,131,1.1,0.2,33,24.93,0,0,"['Pasta', 'Cooked', 'Plain', 'Fresh-Refrigerated']"
"Candies, ROLO Caramels in Milk Chocolate",100,474,21,15,12,67.95,0.9,63.93,"['Candies', 'Rolo Caramels In Milk Chocolate']"
"Candies, SNICKERS Bar, MARS SNACKFOOD US",100,491,24,9.1,13,61.51,2.3,50.47,"['Candies', 'Snickers Bar', 'Mars Snackfood Us']"
